record_id,city,state,zone_type,date,year,month,day_of_week,season,population,aqi,pm2_5,pm10,no2,so2,co,o3,nh3,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,num_vehicles,num_industries,green_cover_pct,monitoring_stations,hospital_admissions,respiratory_cases,cardiovascular_cases,aqi_category,health_risk_score,data_source,data_quality_flag
1542,Pune,Maharashtra,Industrial,2022-08-29,2022,8,Monday,Monsoon,3124458,45.8,18.25,40.23,45.72,41.75,7.77,84.7,11.42,39.5,39.9,19.4,24.6,970883,4055,5.4,25,95,39,23,,,Ground Sensor,Verified
1543,Jaipur,Rajasthan,Tourist,2022-01-02,2022,1,Sunday,Winter,3046163,95.8,46.83,74.18,42.08,60.55,20.1,73.68,47.08,29.7,86.9,11.6,0,752511,5577,31.7,18,170,98,38,,,CPCB,Auto
1544,Kolkata,West Bengal,Urban,2022-06-24,2022,6,Friday,Monsoon,4496694,101.3,39.19,59.96,39.68,31.9,9.18,121.74,37.03,29.5,78.1,16.5,37.7,1457317,6112,22.8,15,176,117,35,,,Satellite,Verified
1545,Bhopal,Madhya Pradesh,Administrative,2023-07-28,2023,7,Friday,Monsoon,1795648,101.5,50.57,57.88,64.31,40.45,3.61,79.96,19.91,14.8,79.6,10.0,0,379205,1918,13.2,15,79,48,21,,,State PCB,Verified
1546,Ludhiana,Punjab,Industrial,2023-08-10,2023,8,Thursday,Monsoon,1618879,10,4.18,8.44,83.11,22.52,7.97,53.24,29.42,28.8,33.6,19.5,13.0,384114,2967,20.8,15,50,34,7,,,CPCB,Verified
1546,Ludhiana,Punjab,Industrial,2023-08-10,2023,8,Thursday,Monsoon,1618879,10,4.18,8.44,83.11,22.52,7.97,53.24,29.42,28.8,33.6,19.5,13.0,384114,2967,20.8,15,50,34,7,,,CPCB,Verified
1547,Meerut,Uttar Pradesh,Industrial,2022-09-10,2022,9,Saturday,Monsoon,1309023,134.0,64.48,86.54,20.71,55.61,10.02,119.5,30.19,19.2,47.8,5.7,11.1,249240,1362,24.0,8,59,33,15,,,Ground Sensor,Verified
1548,Surat,Gujarat,Industrial,2022-10-27,2022,10,Thursday,Post-Monsoon,4467797,144.0,78.71,99.54,18.55,17.46,4.9,120.87,41.44,23.1,62.5,15.1,0,1423498,5053,38.8,12,,75,41,,,Ground Sensor,Auto
1549,Chennai,Tamil Nadu,Coastal,2023-12-11,2023,12,Monday,Winter,7088000,179.0,60.98,133.02,24.38,34.92,14.92,104.0,4.09,16.0,40.8,12.1,0,2078865,13189,32.7,14,265,153,45,,,Satellite,Auto
1550,Varanasi,Uttar Pradesh,Tourist,2022-01-27,2022,1,Thursday,Winter,1198491,294.4,105.54,239.51,37.31,22.52,16.5,112.75,30.81,15.5,62.5,16.3,5.8,305136,1700,37.1,22,59,36,10,,,Satellite,Auto
1551,Hyderabad,Telangana,IT Hub,2023-02-25,2023,2,Saturday,Winter,6809970,152.5,69.83,95.16,127.58,34.94,6.32,66.79,2.66,21.2,20.9,12.3,7.7,2294695,4660,26.1,4,535,270,135,,,Ground Sensor,Manual Entry
1552,Nagpur,Maharashtra,Commercial,2022-11-14,2022,11,Monday,Winter,2405665,259.0,135.99,206.91,66.12,18.67,0.94,88.87,6.33,10.7,33.5,8.7,6.7,631972,2977,28.5,17,240,114,51,,,Ground Sensor,Auto
1553,Pune,Maharashtra,Industrial,2023-01-29,2023,1,Sunday,Winter,3124458,90.3,48.39,55.84,131.47,32.43,5.15,59.05,22.77,26.3,85.8,15.9,0.6,817098,5752,22.2,8,178,113,51,,,CPCB,Manual Entry
1554,Mumbai,Maharashtra,Industrial,2022-07-05,2022,7,Tuesday,Monsoon,12478447,104.2,48.43,78.73,27.7,59.27,0.92,145.27,6.65,34.5,55.7,17.1,0,2523091,14039,22.1,22,,361,134,,,Satellite,Auto
1555,Indore,Madhya Pradesh,Commercial,2022-08-30,2022,8,Tuesday,Monsoon,1994397,74.1,43.94,49.2,8.83,33.71,8.44,61.22,6.63,19.9,52.5,7.1,44.3,437598,2301,19.0,17,48,25,11,,,Satellite,Manual Entry
1556,Indore,Madhya Pradesh,Commercial,2022-04-30,2022,4,Saturday,Summer,1994397,146.6,70.89,88.14,42.76,84.54,12.08,141.25,4.16,42.3,24.6,16.6,0,444083,2423,10.7,19,108,57,18,,,Ground Sensor,Auto
1557,Kanpur,Uttar Pradesh,Industrial,2023-01-28,2023,1,Saturday,Winter,2920496,245.4,140.04,129.82,146.01,72.19,19.53,118.27,41.8,20.4,63.7,4.5,0,946878,2428,36.2,4,388,249,60,,,CPCB,Manual Entry
1558,Lucknow,Uttar Pradesh,Administrative,2022-12-26,2022,12,Monday,Winter,2815601,176.5,73.07,127.13,57.79,40.86,12.22,94.31,14.59,19.4,74.8,9.8,5.1,923106,1843,40.3,4,133,77,24,,,Ground Sensor,Manual Entry
1559,Ahmedabad,Gujarat,Industrial,2022-07-27,2022,7,Wednesday,Monsoon,5570585,140.4,57.78,114.64,79.83,24.47,10.65,60.79,45.44,19.4,47.2,6.8,0,1150844,4338,26.0,20,333,192,95,,,Satellite,Auto
1560,Visakhapatnam,Andhra Pradesh,Coastal,2023-10-30,2023,10,Monday,Post-Monsoon,1728128,179.6,91.67,123.99,37.13,82.67,7.99,26.16,46.67,24.5,34.6,14.2,3.5,565959,3055,44.8,19,111,63,27,,,Satellite,Verified
1561,Faridabad,Haryana,Industrial,2022-02-26,2022,2,Saturday,Winter,1394000,67.9,34.33,41.87,167.38,76.48,9.71,38.26,20.59,44.0,45.7,9.9,0,426383,2131,12.3,7,89,47,16,,,State PCB,Auto
1562,Visakhapatnam,Andhra Pradesh,Coastal,2022-06-12,2022,6,Sunday,Monsoon,1728128,74.5,22.69,55.74,62.83,45.25,5.0,35.74,23.48,34.5,48.8,19.2,25.2,588864,2010,33.7,21,60,35,13,,,Ground Sensor,Verified
1563,Visakhapatnam,Andhra Pradesh,Coastal,2023-11-19,2023,11,Sunday,Winter,1728128,18.9,8.5,9.49,64.72,40.12,4.77,91.58,1.11,30.7,78.8,7.0,0,439556,1426,34.6,3,59,30,15,,,State PCB,Verified
1564,Patna,Bihar,Administrative,2023-09-13,2023,9,Wednesday,Monsoon,1684222,75.0,40.03,53.53,33.7,34.55,6.39,121.58,41.57,30.6,76.3,23.0,0,431944,3058,43.4,21,59,26,11,,,CPCB,Unverified
1565,Bhopal,Madhya Pradesh,Administrative,2022-04-16,2022,4,Saturday,Summer,1795648,135.9,60.33,68.1,118.25,62.3,9.58,127.75,26.93,26.0,59.0,3.5,0,476414,3531,9.9,17,131,89,29,,,Ground Sensor,Auto
1566,Surat,Gujarat,Industrial,2023-11-14,2023,11,Tuesday,Winter,4467797,28.1,12.41,18.19,157.84,66.23,9.81,51.66,45.79,37.6,64.2,7.2,2.3,1370087,6514,19.2,3,364,198,90,,,State PCB,Manual Entry
1567,Rajkot,Gujarat,Industrial,2023-06-30,2023,6,Friday,Monsoon,1286995,64.0,31.69,50.87,52.72,5.2,6.25,61.62,16.94,22.8,64.5,7.0,6.2,310377,1555,42.6,3,33,18,5,,,CPCB,Manual Entry
1568,Delhi,Delhi,Urban,2023-04-24,2023,4,Monday,Summer,16787941,947.8,50.72,77.58,60.13,6.64,11.25,75.66,34.35,9.3,73.8,15.6,0,4268223,14209,31.2,4,627,383,135,,,Satellite,Manual Entry
1569,Vadodara,Gujarat,Industrial,2022-11-05,2022,11,Saturday,Winter,1670806,238.2,73.87,180.12,104.42,20.66,10.39,72.8,44.7,26.4,56.2,9.0,0,525030,2398,39.1,23,104,61,27,,,CPCB,Unverified
1570,Faridabad,Haryana,Industrial,2023-11-03,2023,11,Friday,Winter,1394000,104.3,43.9,72.45,148.11,38.96,7.3,86.3,37.45,34.4,35.7,12.7,1.7,436320,2312,30.9,22,120,72,22,,,Ground Sensor,Auto
1571,Rajkot,Gujarat,Industrial,2022-09-11,2022,9,Sunday,Monsoon,1286995,135.1,67.74,69.46,10.85,5.71,4.26,96.92,47.46,21.9,55.2,24.8,0,352023,2111,38.7,6,48,25,11,,,Ground Sensor,Verified
1572,Amritsar,Punjab,Tourist,2023-03-25,2023,3,Saturday,Summer,1132761,218.6,127.57,127.73,71.24,6.65,9.96,145.92,44.49,31.3,100,-4.8,2.6,375922,956,32.2,20,92,44,22,,,Ground Sensor,Manual Entry
1573,Surat,Gujarat,Industrial,2022-09-25,2022,9,Sunday,Monsoon,4467797,87.3,50.49,57.11,20.16,28.45,1.59,132.59,11.73,34.7,73.5,6.5,0,935005,8043,42.1,23,170,116,40,,,Satellite,Auto
1574,Jaipur,Rajasthan,Tourist,2023-01-08,2023,1,Sunday,Winter,3046163,208.3,97.76,146.3,134.68,19.57,19.05,104.76,5.39,28.7,47.8,18.0,2.0,692138,3271,35.8,17,,137,88,,,Ground Sensor,Manual Entry
1575,Delhi,Delhi,Urban,2022-09-29,2022,9,Thursday,Monsoon,16787941,92.9,35.18,50.33,22.79,18.44,10.91,108.68,25.51,20.7,39.9,14.5,0,3837506,33223,36.9,6,383,229,105,,,Ground Sensor,Verified
1576,Jaipur,Rajasthan,Tourist,2023-09-02,2023,9,Saturday,Monsoon,3046163,,,14.89,74.37,49.2,5.21,97.25,46.61,27.4,58.5,6.8,12.9,764197,4744,22.5,11,110,65,18,,,State PCB,Auto
1577,Rajkot,Gujarat,Industrial,2022-05-07,2022,5,Saturday,Summer,1286995,203.9,72.83,117.58,29.75,34.64,6.7,92.41,8.03,40.0,49.1,14.0,0,287632,880,28.0,14,66,33,18,,,State PCB,Manual Entry
1578,Ludhiana,Punjab,Industrial,2022-05-25,2022,5,Wednesday,Summer,1618879,179.8,73.76,154.78,71.9,10.6,14.98,104.14,26.75,22.6,61.5,12.9,1.9,399085,1308,13.5,19,70,41,17,,,State PCB,Unverified
1579,Patna,Bihar,Administrative,2023-04-27,2023,4,Thursday,Summer,1684222,162.4,56.45,97.29,29.71,39.28,7.71,139.07,22.05,23.7,100.0,8.3,5.1,448809,1154,43.8,23,74,36,15,,,Satellite,Unverified
1580,Coimbatore,Tamil Nadu,Industrial,2022-10-24,2022,10,Monday,Post-Monsoon,1061447,145.5,78.02,84.46,76.55,63.35,9.21,148.46,41.63,38.9,60.0,5.9,0,299966,1926,21.9,17,89,44,18,,,State PCB,Unverified
1581,Delhi,Delhi,Urban,2022-07-15,2022,7,Friday,Monsoon,16787941,95.6,30.85,52.53,66.34,47.46,9.88,82.88,30.25,24.3,74.2,18.6,0,4545872,13163,42.7,6,596,295,176,,,CPCB,Auto
1582,Nagpur,Maharashtra,Commercial,2022-10-14,2022,10,Friday,Post-Monsoon,2405665,146.4,54.86,81.09,19.7,16.73,10.99,85.1,41.99,27.7,57.9,3.7,8.0,462449,2478,24.4,6,89,53,16,,,State PCB,Manual Entry
1583,Faridabad,Haryana,Industrial,2022-03-30,2022,3,Wednesday,Summer,1394000,35.4,19.73,25.87,21.22,61.08,12.91,21.6,21.59,33.2,89.0,9.0,3.6,259895,992,17.4,18,46,27,12,,,State PCB,Unverified
1584,Srinagar,Jammu & Kashmir,Tourist,2022-12-11,2022,12,Sunday,Winter,1180570,,,161.03,161.58,51.76,13.72,142.56,39.04,36.5,34.0,24.8,2.0,270522,727,24.9,23,186,121,52,,,State PCB,Verified
1585,Delhi,Delhi,Urban,2023-08-01,2023,8,Tuesday,Monsoon,16787941,107.8,64.65,74.51,36.69,52.53,4.97,71.44,46.71,37.4,67.6,9.7,8.2,4138675,31812,22.7,10,904,406,175,,,State PCB,Verified
1586,Visakhapatnam,Andhra Pradesh,Coastal,2023-12-04,2023,12,Monday,Winter,1728128,213.6,82.05,123.67,16.76,72.01,12.94,144.03,2.28,27.5,96.6,15.7,0.7,427930,966,16.4,12,72,32,17,,,Satellite,Auto
1587,Agra,Uttar Pradesh,Tourist,2023-06-20,2023,6,Tuesday,Monsoon,1585704,56.5,29.09,47.31,58.32,7.3,2.2,49.69,6.74,25.6,70.8,2.8,0,332040,2160,15.2,6,55,24,14,,,State PCB,Manual Entry
1588,Bhopal,Madhya Pradesh,Administrative,2023-01-12,2023,1,Thursday,Winter,1795648,153.5,69.34,101.42,61.94,70.02,9.93,26.77,24.3,39.1,34.1,3.8,6.2,553236,1481,24.1,14,108,62,24,,,Satellite,Verified
1589,Jaipur,Rajasthan,Tourist,2022-12-11,2022,12,Sunday,Winter,3046163,,,269.24,69.57,8.43,15.76,117.2,48.5,26.0,55.5,14.5,5.0,623299,4402,28.5,19,235,110,48,,,State PCB,Unverified
1590,Ahmedabad,Gujarat,Industrial,2022-04-23,2022,4,Saturday,Summer,5570585,163.3,69.58,109.1,13.22,9.52,5.53,24.03,44.45,20.7,33.5,4.2,4.1,1009461,10605,7.2,21,165,74,48,,,Ground Sensor,Manual Entry
1591,Bangalore,Karnataka,IT Hub,2023-01-31,2023,1,Tuesday,Winter,8443675,148.5,62.29,129.87,49.59,46.81,6.64,137.54,47.72,28.4,62.3,2.9,1.9,1693656,14277,6.8,6,393,212,102,,,Satellite,Verified
1592,Vadodara,Gujarat,Industrial,2022-03-17,2022,3,Thursday,Summer,1670806,65.3,19.71,54.35,109.48,39.58,7.58,125.12,32.25,20.7,71.4,17.2,1.8,325464,2839,31.1,3,74,33,12,,,State PCB,Auto
1593,Bhopal,Madhya Pradesh,Administrative,2022-04-11,2022,4,Monday,Summer,1795648,223.7,70.77,148.95,100.84,7.29,5.25,41.79,10.47,34.4,45.6,9.9,6.7,500260,1886,33.5,24,90,45,15,,,Ground Sensor,Manual Entry
1594,Hyderabad,Telangana,IT Hub,2023-02-08,2023,2,Wednesday,Winter,6809970,248.8,109.32,215.23,110.16,102.56,19.47,97.32,36.0,27.3,33.7,17.6,2.2,2349690,6645,33.9,6,847,362,159,,,Satellite,Manual Entry
1595,Jodhpur,Rajasthan,Tourist,2022-11-09,2022,11,Wednesday,Winter,1137815,155.2,91.56,104.91,25.45,77.64,4.84,29.67,37.31,41.2,34.7,11.3,6.2,383158,1733,17.7,4,68,33,19,,,Ground Sensor,Verified
1596,Pune,Maharashtra,Industrial,2022-09-18,2022,9,Sunday,Monsoon,3124458,118.5,70.43,63.57,48.17,53.41,1.35,23.76,6.11,28.2,56.8,10.7,11.2,675654,2601,31.0,17,140,95,34,,,State PCB,Manual Entry
1597,Bhopal,Madhya Pradesh,Administrative,2023-08-25,2023,8,Friday,Monsoon,1795648,110.4,45.75,97.42,42.31,4.44,1.07,28.3,38.96,20.3,33.6,7.2,31.9,561669,2844,43.4,12,,43,15,,,Ground Sensor,Manual Entry
1598,Pune,Maharashtra,Industrial,2022-10-05,2022,10,Wednesday,Post-Monsoon,3124458,159.1,93.59,124.6,123.19,81.26,5.01,149.81,16.54,23.1,54.8,17.8,0,962308,2245,40.8,12,258,168,63,,,CPCB,Verified
1599,Patna,Bihar,Administrative,2023-06-08,2023,6,Thursday,Monsoon,1684222,110.3,41.77,57.59,50.28,57.15,6.87,65.2,31.77,25.6,69.7,-3.3,27.6,415084,1213,18.0,10,89,48,19,,,Satellite,Manual Entry
1600,Mumbai,Maharashtra,Industrial,2023-03-17,2023,3,Friday,Summer,12478447,792.9,106.72,105.73,94.61,23.09,16.19,140.7,6.11,29.5,64.9,20.9,0,3921456,18082,28.9,24,1113,449,249,,,Ground Sensor,Manual Entry
1601,Indore,Madhya Pradesh,Commercial,2023-01-20,2023,1,Friday,Winter,1994397,83.8,26.5,60.61,131.96,30.88,0.98,33.84,34.01,14.1,21.0,7.5,0,643050,1716,38.2,22,104,48,30,,,Ground Sensor,Auto
1602,Delhi,Delhi,Urban,2022-04-07,2022,4,Thursday,Summer,16787941,106.6,43.49,88.93,54.9,25.42,11.17,129.43,24.7,19.9,64.1,10.6,8.1,3633335,8860,20.9,21,821,356,163,,,Satellite,Verified
1603,Amritsar,Punjab,Tourist,2023-09-28,2023,9,Thursday,Monsoon,1132761,89.9,36.64,65.25,34.52,48.07,10.58,24.23,18.15,32.1,54.6,16.3,9.9,344457,1230,40.2,22,41,21,7,,,State PCB,Manual Entry
1604,Chennai,Tamil Nadu,Coastal,2023-03-13,2023,3,Monday,Summer,7088000,168.1,80.53,142.01,15.26,62.42,12.09,136.82,41.63,26.7,63.1,8.4,0,2351216,3819,7.2,19,450,314,117,,,CPCB,Verified
1605,Bangalore,Karnataka,IT Hub,2023-11-15,2023,11,Wednesday,Winter,8443675,190.4,104.04,130.25,103.72,70.28,18.53,39.31,41.47,31.2,72.6,16.7,2.7,2217543,5957,25.8,14,587,356,161,,,Ground Sensor,Verified
1606,Patna,Bihar,Administrative,2022-06-29,2022,6,Wednesday,Monsoon,1684222,73.6,43.24,44.5,23.13,48.25,5.78,112.09,10.24,16.5,68.7,20.3,6.9,375993,3136,5.5,11,48,32,12,,,Ground Sensor,Unverified
1607,Jodhpur,Rajasthan,Tourist,2023-05-08,2023,5,Monday,Summer,1137815,212.8,80.49,137.86,72.49,10.9,11.86,57.37,17.78,39.7,55.9,15.2,1.0,390354,1923,41.3,21,58,38,14,,,Ground Sensor,Auto
1608,Agra,Uttar Pradesh,Tourist,2023-12-25,2023,12,Monday,Winter,1585704,121.5,60.94,69.62,46.47,68.42,9.91,48.93,36.36,23.0,100,20.9,1.3,442584,995,7.9,23,79,34,22,,,CPCB,Verified
1609,Bhopal,Madhya Pradesh,Administrative,2022-12-03,2022,12,Saturday,Winter,1795648,153.1,54.54,134.42,118.17,25.7,5.98,146.66,14.67,14.3,54.5,9.7,7.3,354837,1466,11.8,4,135,59,24,,,State PCB,Manual Entry
1610,Jodhpur,Rajasthan,Tourist,2023-12-22,2023,12,Friday,Winter,1137815,237.7,138.44,190.83,124.81,38.96,12.57,128.39,13.18,21.0,84.4,12.6,0,390263,918,9.5,20,126,55,36,,,Ground Sensor,Verified
1611,Visakhapatnam,Andhra Pradesh,Coastal,2022-01-07,2022,1,Friday,Winter,1728128,307.8,149.36,253.63,46.21,14.1,2.87,50.15,46.34,31.7,45.8,10.3,0,542192,2948,44.4,17,141,64,34,,,State PCB,Verified
1612,Kolkata,West Bengal,Urban,2022-08-17,2022,8,Wednesday,Monsoon,4496694,109.4,54.87,79.89,40.14,20.97,4.36,60.12,22.54,19.6,10,13.3,38.1,1511325,4419,41.7,20,218,121,60,,,CPCB,Verified
1613,Varanasi,Uttar Pradesh,Tourist,2023-07-23,2023,7,Sunday,Monsoon,1198491,106.4,57.8,77.22,69.05,32.86,3.88,124.78,7.68,33.5,51.4,4.2,9.8,371340,2327,7.8,14,63,39,11,,,Satellite,Verified
1614,Surat,Gujarat,Industrial,2022-08-29,2022,8,Monday,Monsoon,4467797,99.8,53.02,65.09,41.83,53.91,1.04,135.72,35.21,30.0,70.0,24.7,21.5,1553791,7049,28.6,13,228,159,68,,,CPCB,Unverified
1614,Surat,Gujarat,Industrial,2022-08-29,2022,8,Monday,Monsoon,4467797,99.8,53.02,65.09,41.83,53.91,1.04,135.72,35.21,30.0,70.0,24.7,21.5,1553791,7049,28.6,13,228,159,68,,,CPCB,Unverified
1615,Kanpur,Uttar Pradesh,Industrial,2023-06-14,2023,6,Wednesday,Monsoon,2920496,129.7,70.31,85.16,75.82,28.99,7.91,36.51,22.15,34.6,57.1,18.8,23.5,982942,1725,31.4,3,167,83,28,,,State PCB,Auto
1616,Faridabad,Haryana,Industrial,2023-03-28,2023,3,Tuesday,Summer,1394000,242.4,118.13,132.81,13.93,42.65,3.08,136.66,36.68,21.4,44.3,18.1,0,256298,1186,44.1,6,95,57,14,,,Ground Sensor,Manual Entry
1617,Jaipur,Rajasthan,Tourist,2022-11-26,2022,11,Saturday,Winter,3046163,10,4.34,8.99,121.34,63.56,2.31,114.79,13.91,35.8,65.2,12.0,0.5,1044277,3175,32.6,13,130,86,26,,,Satellite,Verified
1618,Coimbatore,Tamil Nadu,Industrial,2022-06-28,2022,6,Tuesday,Monsoon,1061447,,,87.34,60.79,48.69,6.92,97.58,12.89,29.6,58.0,12.8,16.4,304321,1013,20.5,18,36,22,8,,,CPCB,Manual Entry
1619,Faridabad,Haryana,Industrial,2022-10-06,2022,10,Thursday,Post-Monsoon,1394000,215.6,98.28,108.3,18.47,9.62,5.71,22.92,35.95,25.8,59.4,17.7,0,438592,1315,19.5,3,83,53,16,,,State PCB,Manual Entry
1620,Nagpur,Maharashtra,Commercial,2023-03-12,2023,3,Sunday,Summer,2405665,101.3,34.47,68.6,18.32,85.21,9.01,110.57,30.52,27.7,51.4,8.3,0.9,797999,4062,7.4,24,86,38,21,,,Satellite,Verified
1621,Lucknow,Uttar Pradesh,Administrative,2022-09-04,2022,9,Sunday,Monsoon,2815601,173.4,74.85,144.8,77.65,47.39,3.17,102.15,34.5,40.0,24.2,13.3,29.8,823342,5116,6.6,10,213,138,35,,,State PCB,Unverified
1622,Kolkata,West Bengal,Urban,2023-08-21,2023,8,Monday,Monsoon,4496694,11.7,5.11,8.04,20.88,21.04,4.46,73.73,13.44,25.9,78.9,7.0,11.9,1534362,5655,8.4,24,70,31,17,,,State PCB,Verified
1623,Ranchi,Jharkhand,Industrial,2022-04-01,2022,4,Friday,Summer,1073440,209.7,117.24,157.89,43.89,67.04,11.41,119.77,46.74,16.8,34.0,6.7,1.9,324068,2113,17.0,19,66,43,18,,,Satellite,Verified
1624,Jodhpur,Rajasthan,Tourist,2022-01-06,2022,1,Thursday,Winter,1137815,98.5,46.51,61.42,66.32,86.88,11.75,136.62,12.5,38.4,55.1,8.9,0,348224,1935,35.1,18,66,26,19,,,Ground Sensor,Auto
1625,Faridabad,Haryana,Industrial,2022-09-18,2022,9,Sunday,Monsoon,1394000,125.7,45.47,89.55,34.03,19.17,1.98,34.5,5.88,20.8,50.1,11.3,18.0,356700,1620,21.0,4,54,28,13,,,CPCB,Verified
1626,Agra,Uttar Pradesh,Tourist,2022-07-14,2022,7,Thursday,Monsoon,1585704,134.2,76.24,75.87,76.68,10.85,6.65,104.32,11.32,12.8,72.8,1.8,5.8,289603,2680,9.7,23,89,58,17,,,Ground Sensor,Unverified
1627,Faridabad,Haryana,Industrial,2023-08-29,2023,8,Tuesday,Monsoon,1394000,53.1,22.56,27.55,32.5,19.36,5.22,145.58,45.92,15.8,75.9,11.8,0,451748,2672,35.0,25,,17,7,,,Satellite,Manual Entry
1628,Jaipur,Rajasthan,Tourist,2023-09-25,2023,9,Monday,Monsoon,3046163,133.1,51.19,100.6,72.2,42.67,9.92,61.69,40.8,33.4,74.7,7.2,0,1040149,2743,18.5,24,181,87,36,,,Ground Sensor,Auto
1629,Pune,Maharashtra,Industrial,2022-09-05,2022,9,Monday,Monsoon,3124458,127.2,75.26,63.78,82.14,22.54,11.25,136.8,47.65,17.2,65.8,3.0,23.4,812125,4036,27.9,24,213,134,47,,,Ground Sensor,Verified
1630,Rajkot,Gujarat,Industrial,2023-07-23,2023,7,Sunday,Monsoon,1286995,177.7,84.28,108.22,84.92,12.61,9.96,147.73,41.03,36.1,62.9,4.7,14.5,238466,1871,15.6,8,94,49,26,,,Satellite,Unverified
1631,Rajkot,Gujarat,Industrial,2023-01-05,2023,1,Thursday,Winter,1286995,,,243.64,29.8,44.26,10.41,133.19,23.88,33.8,49.2,11.5,0,294654,2564,22.1,13,125,64,36,,,Ground Sensor,Unverified
1632,Surat,Gujarat,Industrial,2023-09-14,2023,9,Thursday,Monsoon,4467797,99.9,35.26,51.41,39.53,7.91,5.02,81.94,4.04,24.9,52.2,20.4,12.4,820255,2658,34.5,3,111,72,21,,,Ground Sensor,Manual Entry
1632,Surat,Gujarat,Industrial,2023-09-14,2023,9,Thursday,Monsoon,4467797,99.9,35.26,51.41,39.53,7.91,5.02,81.94,4.04,24.9,52.2,20.4,12.4,820255,2658,34.5,3,111,72,21,,,Ground Sensor,Manual Entry
1633,Vadodara,Gujarat,Industrial,2022-06-09,2022,6,Thursday,Monsoon,1670806,66.3,30.91,59.52,82.22,18.55,10.32,96.72,5.7,31.9,65.5,16.1,0,460624,3105,20.4,16,87,60,20,,,Satellite,Unverified
1634,Pune,Maharashtra,Industrial,2023-08-11,2023,8,Friday,Monsoon,3124458,129.8,46.3,99.98,66.98,23.85,9.75,116.96,49.88,25.9,78.6,7.2,1.6,944573,2693,34.4,3,150,88,29,,,State PCB,Auto
1635,Bhopal,Madhya Pradesh,Administrative,2022-05-20,2022,5,Friday,Summer,1795648,185.9,93.89,98.83,65.93,22.36,1.74,40.59,3.28,32.1,44.3,15.6,4.6,508303,1646,33.1,10,135,79,33,,,State PCB,Auto
1636,Vadodara,Gujarat,Industrial,2023-04-18,2023,4,Tuesday,Summer,1670806,148.4,83.92,117.76,117.44,48.94,13.82,131.88,4.88,18.8,71.6,18.5,0,439239,1479,7.1,3,156,80,37,,,State PCB,Auto
1637,Ranchi,Jharkhand,Industrial,2023-09-28,2023,9,Thursday,Monsoon,1073440,107.2,62.94,69.93,22.57,45.9,1.47,61.18,11.8,26.7,54.5,13.2,5.3,207360,1979,28.8,11,45,19,7,,,State PCB,Auto
1638,Delhi,Delhi,Urban,2022-07-04,2022,7,Monday,Monsoon,16787941,58.4,33.69,36.0,40.14,48.77,3.83,30.26,11.27,32.0,61.8,14.1,32.2,5074607,21265,40.0,10,583,310,107,,,CPCB,Verified
1639,Varanasi,Uttar Pradesh,Tourist,2023-12-11,2023,12,Monday,Winter,1198491,258.3,113.21,187.72,28.21,106.86,8.0,143.7,40.29,28.9,60.0,20.8,0,358389,2392,38.4,18,115,53,20,,,CPCB,Verified
1640,Ghaziabad,Uttar Pradesh,Industrial,2022-01-06,2022,1,Thursday,Winter,1636068,311.9,120.65,177.38,38.1,93.84,20.58,100.16,8.75,37.5,92.3,1.0,0,567847,1838,32.7,16,116,59,22,,,CPCB,Unverified
1641,Srinagar,Jammu & Kashmir,Tourist,2023-10-28,2023,10,Saturday,Post-Monsoon,1180570,109.9,43.3,58.7,137.42,28.46,10.04,25.39,14.56,25.1,61.3,1.0,0,411975,647,34.9,5,72,29,20,,,Satellite,Auto
1642,Delhi,Delhi,Urban,2022-06-04,2022,6,Saturday,Monsoon,16787941,42.0,15.0,35.92,78.65,48.56,11.05,84.27,24.75,29.2,54.1,12.7,0,5426794,16761,15.9,8,577,312,87,,,Satellite,Verified
1643,Nagpur,Maharashtra,Commercial,2023-08-28,2023,8,Monday,Monsoon,2405665,178.1,100.25,136.25,64.61,27.1,1.57,114.76,25.11,37.9,27.1,11.7,0,750855,1597,8.9,4,133,75,36,,,CPCB,Verified
1644,Coimbatore,Tamil Nadu,Industrial,2023-05-27,2023,5,Saturday,Summer,1061447,85.7,34.81,59.64,78.36,38.62,12.32,69.58,47.92,14.0,71.9,9.0,0.8,245013,2096,35.6,15,56,32,16,,,CPCB,Verified
1645,Rajkot,Gujarat,Industrial,2022-12-21,2022,12,Wednesday,Winter,1286995,148.5,82.3,78.07,140.15,30.87,14.28,105.53,48.99,34.1,46.1,11.9,6.5,449125,726,31.6,6,91,38,23,,,CPCB,Auto
1646,Nagpur,Maharashtra,Commercial,2023-11-07,2023,11,Tuesday,Winter,2405665,,30.82,68.28,25.98,34.79,9.35,94.98,8.55,25.9,84.5,8.6,0,601151,1580,36.3,13,53,25,14,,,Ground Sensor,Auto
1647,Mumbai,Maharashtra,Industrial,2022-03-24,2022,3,Thursday,Summer,12478447,87.9,44.51,74.57,53.09,84.83,11.88,89.79,1.29,42.2,33.8,8.4,0.2,2848470,13122,41.8,18,650,280,158,,,Ground Sensor,Auto
1648,Bhopal,Madhya Pradesh,Administrative,2022-05-15,2022,5,Sunday,Summer,1795648,111.7,38.87,92.87,77.94,24.69,9.9,35.25,11.06,17.9,85.5,9.6,3.2,461339,1373,21.9,17,77,42,14,,,Satellite,Verified
